Name,Duration,IsExplicit,Id,Uri,Artists,MainArtistName,MainArtistId,Album,AlbumId,PlayedAt
Jesus Is The One (I Got Depression),112800,True,1YR9iNGXtsbrd8deR9ULDD,spotify:track:1YR9iNGXtsbrd8deR9ULDD,"[{""name"": ""Zack Fox"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/1UH80jhsYsFztK0anu2FNS""}, ""uri"": ""spotify:artist:1UH80jhsYsFztK0anu2FNS"", ""href"": ""https://api.spotify.com/v1/artists/1UH80jhsYsFztK0anu2FNS"", ""type"": ""artist"", ""id"": ""1UH80jhsYsFztK0anu2FNS""}, {""name"": ""Kenny Beats"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/1rHOtdmGNr5vcYNw5v7QGC""}, ""uri"": ""spotify:artist:1rHOtdmGNr5vcYNw5v7QGC"", ""href"": ""https://api.spotify.com/v1/artists/1rHOtdmGNr5vcYNw5v7QGC"", ""type"": ""artist"", ""id"": ""1rHOtdmGNr5vcYNw5v7QGC""}]",Zack Fox,1UH80jhsYsFztK0anu2FNS,Jesus Is The One (I Got Depression),spotify:album:4M8vfAVCrE4H0Qg25TyYyz,2019-06-27T08:22:51.598Z
Vaping in the Hood,199053,True,4sbdV8g1Hge6AxNe6meeFL,spotify:track:4sbdV8g1Hge6AxNe6meeFL,"[{""name"": ""Dj Jules"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/1lnB4b8jEsNyJZZAzo79q1""}, ""uri"": ""spotify:artist:1lnB4b8jEsNyJZZAzo79q1"", ""href"": ""https://api.spotify.com/v1/artists/1lnB4b8jEsNyJZZAzo79q1"", ""type"": ""artist"", ""id"": ""1lnB4b8jEsNyJZZAzo79q1""}]",Dj Jules,1lnB4b8jEsNyJZZAzo79q1,Vaping in the Hood,spotify:album:36DE4jzmYuhkZGG0fwfPc0,2019-06-27T10:29:09.363Z
BamBam,67104,True,3dFP3jo2prGucStgdQFOT1,spotify:track:3dFP3jo2prGucStgdQFOT1,"[{""name"": ""Yandhi"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/3zGBYPgeO80hsA9j8AsShz""}, ""uri"": ""spotify:artist:3zGBYPgeO80hsA9j8AsShz"", ""href"": ""https://api.spotify.com/v1/artists/3zGBYPgeO80hsA9j8AsShz"", ""type"": ""artist"", ""id"": ""3zGBYPgeO80hsA9j8AsShz""}]",Yandhi,3zGBYPgeO80hsA9j8AsShz,BamBam,spotify:album:3ZEWKD7jgTFYha5EkOsBQL,2019-06-27T15:25:21.101Z
Wrestlemania 20 (feat. Anderson .Paak),384500,True,1BvfiwG6Kb2wI00jt1aEmk,spotify:track:1BvfiwG6Kb2wI00jt1aEmk,"[{""name"": ""Westside Gunn"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0ABk515kENDyATUdpCKVfW""}, ""uri"": ""spotify:artist:0ABk515kENDyATUdpCKVfW"", ""href"": ""https://api.spotify.com/v1/artists/0ABk515kENDyATUdpCKVfW"", ""type"": ""artist"", ""id"": ""0ABk515kENDyATUdpCKVfW""}, {""name"": ""Anderson .Paak"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/3jK9MiCrA42lLAdMGUZpwa""}, ""uri"": ""spotify:artist:3jK9MiCrA42lLAdMGUZpwa"", ""href"": ""https://api.spotify.com/v1/artists/3jK9MiCrA42lLAdMGUZpwa"", ""type"": ""artist"", ""id"": ""3jK9MiCrA42lLAdMGUZpwa""}]",Westside Gunn,0ABk515kENDyATUdpCKVfW,Supreme Blientele,spotify:album:7y5SAIhUDzt6JlRhHeCQVI,2019-06-27T15:41:35.910Z
Then We Get Nast(y),224000,True,2DzeiTzoepS5zf0myVGHDo,spotify:track:2DzeiTzoepS5zf0myVGHDo,"[{""name"": ""Sybyr"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4WVDlzQCHAIWzBP5iZwuOJ""}, ""uri"": ""spotify:artist:4WVDlzQCHAIWzBP5iZwuOJ"", ""href"": ""https://api.spotify.com/v1/artists/4WVDlzQCHAIWzBP5iZwuOJ"", ""type"": ""artist"", ""id"": ""4WVDlzQCHAIWzBP5iZwuOJ""}]",Sybyr,4WVDlzQCHAIWzBP5iZwuOJ,Latex Shawdy,spotify:album:7yh9ZLhpYOAN5ROuOKeAWO,2019-06-27T15:13:09.944Z
"Raised A Fool (feat. Jay Rock, Ab-Soul & Zacari)",338184,True,5vtGYY6ZWl5n3izcVJ7n49,spotify:track:5vtGYY6ZWl5n3izcVJ7n49,"[{""name"": ""Kembe X"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4uc4iep3LqgSj8qN4kp7qD""}, ""uri"": ""spotify:artist:4uc4iep3LqgSj8qN4kp7qD"", ""href"": ""https://api.spotify.com/v1/artists/4uc4iep3LqgSj8qN4kp7qD"", ""type"": ""artist"", ""id"": ""4uc4iep3LqgSj8qN4kp7qD""}, {""name"": ""Jay Rock"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/28ExwzUQsvgJooOI0X1mr3""}, ""uri"": ""spotify:artist:28ExwzUQsvgJooOI0X1mr3"", ""href"": ""https://api.spotify.com/v1/artists/28ExwzUQsvgJooOI0X1mr3"", ""type"": ""artist"", ""id"": ""28ExwzUQsvgJooOI0X1mr3""}, {""name"": ""Ab-Soul"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0g9vAlRPK9Gt3FKCekk4TW""}, ""uri"": ""spotify:artist:0g9vAlRPK9Gt3FKCekk4TW"", ""href"": ""https://api.spotify.com/v1/artists/0g9vAlRPK9Gt3FKCekk4TW"", ""type"": ""artist"", ""id"": ""0g9vAlRPK9Gt3FKCekk4TW""}, {""name"": ""Zacari"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/3qBKjEOanahMxlRojwCzhI""}, ""uri"": ""spotify:artist:3qBKjEOanahMxlRojwCzhI"", ""href"": ""https://api.spotify.com/v1/artists/3qBKjEOanahMxlRojwCzhI"", ""type"": ""artist"", ""id"": ""3qBKjEOanahMxlRojwCzhI""}]",Kembe X,4uc4iep3LqgSj8qN4kp7qD,"Raised A Fool (feat. Jay Rock, Ab-Soul & Zacari)",spotify:album:2pGDOuVj3vgIXoFG0itf2L,2019-06-27T15:47:14.578Z
Black Coffee,280553,True,1AAMj0EJJdOkErtr4HtEhS,spotify:track:1AAMj0EJJdOkErtr4HtEhS,"[{""name"": ""Kill Bill: The Rapper"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/1t9KewtUvFMq6q7FRX1nHC""}, ""uri"": ""spotify:artist:1t9KewtUvFMq6q7FRX1nHC"", ""href"": ""https://api.spotify.com/v1/artists/1t9KewtUvFMq6q7FRX1nHC"", ""type"": ""artist"", ""id"": ""1t9KewtUvFMq6q7FRX1nHC""}]",Kill Bill: The Rapper,1t9KewtUvFMq6q7FRX1nHC,Ramona,spotify:album:2FQKpBA2aLzkgvIV7WwazZ,2019-06-27T15:35:10.955Z
"SHIBUYA (GHOST II) (feat. Jaden, Vic Mensa & Belly)",158306,True,4NYzuuSf3lqmXogSd1tnFP,spotify:track:4NYzuuSf3lqmXogSd1tnFP,"[{""name"": ""Christian Rich"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/7cAlvWK5rgMmJ37j7woN8l""}, ""uri"": ""spotify:artist:7cAlvWK5rgMmJ37j7woN8l"", ""href"": ""https://api.spotify.com/v1/artists/7cAlvWK5rgMmJ37j7woN8l"", ""type"": ""artist"", ""id"": ""7cAlvWK5rgMmJ37j7woN8l""}, {""name"": ""Jaden"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0xOeVMOz2fVg5BJY3N6akT""}, ""uri"": ""spotify:artist:0xOeVMOz2fVg5BJY3N6akT"", ""href"": ""https://api.spotify.com/v1/artists/0xOeVMOz2fVg5BJY3N6akT"", ""type"": ""artist"", ""id"": ""0xOeVMOz2fVg5BJY3N6akT""}, {""name"": ""Vic Mensa"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/27w1NoOLMX7tJMYqcetPyG""}, ""uri"": ""spotify:artist:27w1NoOLMX7tJMYqcetPyG"", ""href"": ""https://api.spotify.com/v1/artists/27w1NoOLMX7tJMYqcetPyG"", ""type"": ""artist"", ""id"": ""27w1NoOLMX7tJMYqcetPyG""}, {""name"": ""Belly"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0FOWNUFHPnMy0vOw1siGqi""}, ""uri"": ""spotify:artist:0FOWNUFHPnMy0vOw1siGqi"", ""href"": ""https://api.spotify.com/v1/artists/0FOWNUFHPnMy0vOw1siGqi"", ""type"": ""artist"", ""id"": ""0FOWNUFHPnMy0vOw1siGqi""}]",Christian Rich,7cAlvWK5rgMmJ37j7woN8l,"SHIBUYA (GHOST II) (feat. Jaden, Vic Mensa & Belly)",spotify:album:5IJrlRazbzvfLtK3imNEPp,2019-06-27T15:17:59.777Z
"Please Forgive (feat. Denzel Curry, IDK, Zombie Juice & ZillaKami)",192346,True,5dv1VQpsAbUv8xf8MrhoqA,spotify:track:5dv1VQpsAbUv8xf8MrhoqA,"[{""name"": ""Powers Pleasant"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0fYw4bch7qTxBZLS3rSVMj""}, ""uri"": ""spotify:artist:0fYw4bch7qTxBZLS3rSVMj"", ""href"": ""https://api.spotify.com/v1/artists/0fYw4bch7qTxBZLS3rSVMj"", ""type"": ""artist"", ""id"": ""0fYw4bch7qTxBZLS3rSVMj""}, {""name"": ""Denzel Curry"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6fxyWrfmjcbj5d12gXeiNV""}, ""uri"": ""spotify:artist:6fxyWrfmjcbj5d12gXeiNV"", ""href"": ""https://api.spotify.com/v1/artists/6fxyWrfmjcbj5d12gXeiNV"", ""type"": ""artist"", ""id"": ""6fxyWrfmjcbj5d12gXeiNV""}, {""name"": ""IDK"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6aiFCgyKNwF9Rv5TOxnE8E""}, ""uri"": ""spotify:artist:6aiFCgyKNwF9Rv5TOxnE8E"", ""href"": ""https://api.spotify.com/v1/artists/6aiFCgyKNwF9Rv5TOxnE8E"", ""type"": ""artist"", ""id"": ""6aiFCgyKNwF9Rv5TOxnE8E""}, {""name"": ""ZillaKami"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4G1zP5i0r57g1c1CxrPhfM""}, ""uri"": ""spotify:artist:4G1zP5i0r57g1c1CxrPhfM"", ""href"": ""https://api.spotify.com/v1/artists/4G1zP5i0r57g1c1CxrPhfM"", ""type"": ""artist"", ""id"": ""4G1zP5i0r57g1c1CxrPhfM""}, {""name"": ""Zombie Juice"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/3yAXW26fnch5fOTDL1vvJR""}, ""uri"": ""spotify:artist:3yAXW26fnch5fOTDL1vvJR"", ""href"": ""https://api.spotify.com/v1/artists/3yAXW26fnch5fOTDL1vvJR"", ""type"": ""artist"", ""id"": ""3yAXW26fnch5fOTDL1vvJR""}]",Powers Pleasant,0fYw4bch7qTxBZLS3rSVMj,"Please Forgive (feat. Denzel Curry, IDK, Zombie Juice & ZillaKami)",spotify:album:0JTIBD6mNsiCSHJKybFY97,2019-06-27T15:04:41.613Z
Totally Fine,269853,False,10F9vRZJFsnB8KGesrzAPy,spotify:track:10F9vRZJFsnB8KGesrzAPy,"[{""name"": ""Alan Silvestri"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0Xk15jHKly4c3AhPr5vjoA""}, ""uri"": ""spotify:artist:0Xk15jHKly4c3AhPr5vjoA"", ""href"": ""https://api.spotify.com/v1/artists/0Xk15jHKly4c3AhPr5vjoA"", ""type"": ""artist"", ""id"": ""0Xk15jHKly4c3AhPr5vjoA""}]",Alan Silvestri,0Xk15jHKly4c3AhPr5vjoA,Avengers: Endgame (Original Motion Picture Soundtrack),spotify:album:6r4Vfnoifx2CLiTKCaKji8,2019-06-26T14:30:55.909Z
Is It Love? (1001) - Matt Lange Remix,238854,False,5TSuWU2l8ttYADsCfLIgx6,spotify:track:5TSuWU2l8ttYADsCfLIgx6,"[{""name"": ""Above & Beyond"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/10gzBoINW3cLJfZUka8Zoe""}, ""uri"": ""spotify:artist:10gzBoINW3cLJfZUka8Zoe"", ""href"": ""https://api.spotify.com/v1/artists/10gzBoINW3cLJfZUka8Zoe"", ""type"": ""artist"", ""id"": ""10gzBoINW3cLJfZUka8Zoe""}, {""name"": ""Matt Lange"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/2AmHV6vxRxvHdlxSHxnHE9""}, ""uri"": ""spotify:artist:2AmHV6vxRxvHdlxSHxnHE9"", ""href"": ""https://api.spotify.com/v1/artists/2AmHV6vxRxvHdlxSHxnHE9"", ""type"": ""artist"", ""id"": ""2AmHV6vxRxvHdlxSHxnHE9""}]",Above & Beyond,10gzBoINW3cLJfZUka8Zoe,Is It Love? (1001) [Matt Lange Remix],spotify:album:7Fegy6gXEvyJXgCttoERrU,2019-06-20T09:12:18.751Z
IGOR'S THEME,200693,False,51RN0kzWd7xeR4th5HsEtW,spotify:track:51RN0kzWd7xeR4th5HsEtW,"[{""name"": ""Tyler, The Creator"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF""}, ""uri"": ""spotify:artist:4V8LLVI7PbaPR0K2TGSxFF"", ""href"": ""https://api.spotify.com/v1/artists/4V8LLVI7PbaPR0K2TGSxFF"", ""type"": ""artist"", ""id"": ""4V8LLVI7PbaPR0K2TGSxFF""}]","Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,IGOR,spotify:album:5zi7WsKlIiUXv09tbGLKsE,2019-06-19T13:15:16.974Z
IGOR'S THEME,200693,False,51RN0kzWd7xeR4th5HsEtW,spotify:track:51RN0kzWd7xeR4th5HsEtW,"[{""name"": ""Tyler, The Creator"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF""}, ""uri"": ""spotify:artist:4V8LLVI7PbaPR0K2TGSxFF"", ""href"": ""https://api.spotify.com/v1/artists/4V8LLVI7PbaPR0K2TGSxFF"", ""type"": ""artist"", ""id"": ""4V8LLVI7PbaPR0K2TGSxFF""}]","Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,IGOR,spotify:album:5zi7WsKlIiUXv09tbGLKsE,2019-06-19T18:21:22.756Z
IGOR'S THEME,200693,False,51RN0kzWd7xeR4th5HsEtW,spotify:track:51RN0kzWd7xeR4th5HsEtW,"[{""name"": ""Tyler, The Creator"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF""}, ""uri"": ""spotify:artist:4V8LLVI7PbaPR0K2TGSxFF"", ""href"": ""https://api.spotify.com/v1/artists/4V8LLVI7PbaPR0K2TGSxFF"", ""type"": ""artist"", ""id"": ""4V8LLVI7PbaPR0K2TGSxFF""}]","Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,IGOR,spotify:album:5zi7WsKlIiUXv09tbGLKsE,2019-06-19T20:25:34.944Z
IGOR'S THEME,200693,False,51RN0kzWd7xeR4th5HsEtW,spotify:track:51RN0kzWd7xeR4th5HsEtW,"[{""name"": ""Tyler, The Creator"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF""}, ""uri"": ""spotify:artist:4V8LLVI7PbaPR0K2TGSxFF"", ""href"": ""https://api.spotify.com/v1/artists/4V8LLVI7PbaPR0K2TGSxFF"", ""type"": ""artist"", ""id"": ""4V8LLVI7PbaPR0K2TGSxFF""}]","Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,IGOR,spotify:album:5zi7WsKlIiUXv09tbGLKsE,2019-06-20T12:07:54.113Z
IGOR'S THEME,200693,False,51RN0kzWd7xeR4th5HsEtW,spotify:track:51RN0kzWd7xeR4th5HsEtW,"[{""name"": ""Tyler, The Creator"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF""}, ""uri"": ""spotify:artist:4V8LLVI7PbaPR0K2TGSxFF"", ""href"": ""https://api.spotify.com/v1/artists/4V8LLVI7PbaPR0K2TGSxFF"", ""type"": ""artist"", ""id"": ""4V8LLVI7PbaPR0K2TGSxFF""}]","Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,IGOR,spotify:album:5zi7WsKlIiUXv09tbGLKsE,2019-06-23T20:24:26.333Z
IGOR'S THEME,200693,False,51RN0kzWd7xeR4th5HsEtW,spotify:track:51RN0kzWd7xeR4th5HsEtW,"[{""name"": ""Tyler, The Creator"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF""}, ""uri"": ""spotify:artist:4V8LLVI7PbaPR0K2TGSxFF"", ""href"": ""https://api.spotify.com/v1/artists/4V8LLVI7PbaPR0K2TGSxFF"", ""type"": ""artist"", ""id"": ""4V8LLVI7PbaPR0K2TGSxFF""}]","Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,IGOR,spotify:album:5zi7WsKlIiUXv09tbGLKsE,2019-06-26T14:34:43.383Z
IGOR'S THEME,200693,False,51RN0kzWd7xeR4th5HsEtW,spotify:track:51RN0kzWd7xeR4th5HsEtW,"[{""name"": ""Tyler, The Creator"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF""}, ""uri"": ""spotify:artist:4V8LLVI7PbaPR0K2TGSxFF"", ""href"": ""https://api.spotify.com/v1/artists/4V8LLVI7PbaPR0K2TGSxFF"", ""type"": ""artist"", ""id"": ""4V8LLVI7PbaPR0K2TGSxFF""}]","Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,IGOR,spotify:album:5zi7WsKlIiUXv09tbGLKsE,2019-06-26T15:22:40.267Z
"GONE, GONE / THANK YOU",375386,True,1hz7SRTGUNAtIQ46qiNv2p,spotify:track:1hz7SRTGUNAtIQ46qiNv2p,"[{""name"": ""Tyler, The Creator"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF""}, ""uri"": ""spotify:artist:4V8LLVI7PbaPR0K2TGSxFF"", ""href"": ""https://api.spotify.com/v1/artists/4V8LLVI7PbaPR0K2TGSxFF"", ""type"": ""artist"", ""id"": ""4V8LLVI7PbaPR0K2TGSxFF""}]","Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,IGOR,spotify:album:5zi7WsKlIiUXv09tbGLKsE,2019-06-19T12:54:29.121Z
A BOY IS A GUN*,210253,True,1nXZnTALNXiPlvXotqHm66,spotify:track:1nXZnTALNXiPlvXotqHm66,"[{""name"": ""Tyler, The Creator"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF""}, ""uri"": ""spotify:artist:4V8LLVI7PbaPR0K2TGSxFF"", ""href"": ""https://api.spotify.com/v1/artists/4V8LLVI7PbaPR0K2TGSxFF"", ""type"": ""artist"", ""id"": ""4V8LLVI7PbaPR0K2TGSxFF""}]","Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,IGOR,spotify:album:5zi7WsKlIiUXv09tbGLKsE,2019-06-19T12:11:55.889Z
NEW MAGIC WAND,195320,True,0fv2KH6hac06J86hBUTcSf,spotify:track:0fv2KH6hac06J86hBUTcSf,"[{""name"": ""Tyler, The Creator"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF""}, ""uri"": ""spotify:artist:4V8LLVI7PbaPR0K2TGSxFF"", ""href"": ""https://api.spotify.com/v1/artists/4V8LLVI7PbaPR0K2TGSxFF"", ""type"": ""artist"", ""id"": ""4V8LLVI7PbaPR0K2TGSxFF""}]","Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,IGOR,spotify:album:5zi7WsKlIiUXv09tbGLKsE,2019-06-19T12:08:25.776Z
I THINK,212013,True,4f8Mh5wuWHOsfXtzjrJB3t,spotify:track:4f8Mh5wuWHOsfXtzjrJB3t,"[{""name"": ""Tyler, The Creator"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF""}, ""uri"": ""spotify:artist:4V8LLVI7PbaPR0K2TGSxFF"", ""href"": ""https://api.spotify.com/v1/artists/4V8LLVI7PbaPR0K2TGSxFF"", ""type"": ""artist"", ""id"": ""4V8LLVI7PbaPR0K2TGSxFF""}]","Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,IGOR,spotify:album:5zi7WsKlIiUXv09tbGLKsE,2019-06-19T12:01:58.699Z
RUNNING OUT OF TIME,177226,True,5QvBXUm5MglLJ3iBfTX2Wo,spotify:track:5QvBXUm5MglLJ3iBfTX2Wo,"[{""name"": ""Tyler, The Creator"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF""}, ""uri"": ""spotify:artist:4V8LLVI7PbaPR0K2TGSxFF"", ""href"": ""https://api.spotify.com/v1/artists/4V8LLVI7PbaPR0K2TGSxFF"", ""type"": ""artist"", ""id"": ""4V8LLVI7PbaPR0K2TGSxFF""}]","Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,IGOR,spotify:album:5zi7WsKlIiUXv09tbGLKsE,2019-06-19T12:05:10.473Z
PUPPET,179013,True,0wEC0GNF74lAqrEFZJMl1m,spotify:track:0wEC0GNF74lAqrEFZJMl1m,"[{""name"": ""Tyler, The Creator"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF""}, ""uri"": ""spotify:artist:4V8LLVI7PbaPR0K2TGSxFF"", ""href"": ""https://api.spotify.com/v1/artists/4V8LLVI7PbaPR0K2TGSxFF"", ""type"": ""artist"", ""id"": ""4V8LLVI7PbaPR0K2TGSxFF""}]","Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,IGOR,spotify:album:5zi7WsKlIiUXv09tbGLKsE,2019-06-19T12:14:55.137Z
EARFQUAKE,190066,True,5hVghJ4KaYES3BFUATCYn0,spotify:track:5hVghJ4KaYES3BFUATCYn0,"[{""name"": ""Tyler, The Creator"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF""}, ""uri"": ""spotify:artist:4V8LLVI7PbaPR0K2TGSxFF"", ""href"": ""https://api.spotify.com/v1/artists/4V8LLVI7PbaPR0K2TGSxFF"", ""type"": ""artist"", ""id"": ""4V8LLVI7PbaPR0K2TGSxFF""}]","Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,IGOR,spotify:album:5zi7WsKlIiUXv09tbGLKsE,2019-06-19T11:58:26.692Z
WHAT'S GOOD,205626,True,6bOkaEXc5CopinGazSLokx,spotify:track:6bOkaEXc5CopinGazSLokx,"[{""name"": ""Tyler, The Creator"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF""}, ""uri"": ""spotify:artist:4V8LLVI7PbaPR0K2TGSxFF"", ""href"": ""https://api.spotify.com/v1/artists/4V8LLVI7PbaPR0K2TGSxFF"", ""type"": ""artist"", ""id"": ""4V8LLVI7PbaPR0K2TGSxFF""}]","Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,IGOR,spotify:album:5zi7WsKlIiUXv09tbGLKsE,2019-06-19T12:18:20.746Z
ARE WE STILL FRIENDS?,265480,True,5TxRUOsGeWeRl3xOML59Ai,spotify:track:5TxRUOsGeWeRl3xOML59Ai,"[{""name"": ""Tyler, The Creator"", ""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF""}, ""uri"": ""spotify:artist:4V8LLVI7PbaPR0K2TGSxFF"", ""href"": ""https://api.spotify.com/v1/artists/4V8LLVI7PbaPR0K2TGSxFF"", ""type"": ""artist"", ""id"": ""4V8LLVI7PbaPR0K2TGSxFF""}]","Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,IGOR,spotify:album:5zi7WsKlIiUXv09tbGLKsE,2019-06-19T12:58:53.905Z
